"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 2","GO:0007267",574,107,7.99951236759078e-14,"PVALB;HMGA2;GAD1;CCN5;GJB3;APBA2;SYT8;KCND3;KCNIP1;CXCL5;RYR2;TFAP2C;SYT3;MPP2;CACNB4;SYT12;LYPD1;FAM3B;HCN2;GDF5;ASIP;FGF9;PNOC;SYN1;WNT2;GPR156;GRIK4;GRIN2D;DLGAP1;KIF5A;SEMA3B;CCL26;GPNMB;CCL21;NSG1;LHX1;IL6;TNFRSF11A;GRIK5;EREG;UNC13C;ADAM8;FCRL2;PTPRN;HOMER1;APOE;DTNA;GRIK1;CNR1;SV2B;GJB2;GLRB;P2RX5;ELFN2;HTR2A;FOXD1;SLC18A3;IGSF11;ACHE;GJA3;FGF18;CCL13;INHA;GABRP;CXCL13;KCND2;GRM4;GJB5;PANX2;SFRP2;PCSK1;SCN5A;NPTX1;MYCBPAP;CHRNA7;INSYN2A;CHRFAM7A;GRIN2B;CALB2;RIMS2;FGF14;C1QL1;GRM1;HAP1;SYT13;HTR1D;NPTX2;CHRNB4;ADORA1;FGF5;UNC13A;CXCL6;ADRA1D;LEP;CHRNA6;SYT7;CCL20;TENM2;CCL18;RIC3;CCN6;SCN2B;GRIA1;CHRNA1;GRIN2A;VGF;NPPC",4.58666777539652e-11,"cell-cell signaling"
"Higher in cluster 2","GO:0042742",187,49,2.50436893055262e-12,"SLPI;LBP;PI3;LTF;CRP;WFDC2;IGHG1;WFDC3;IGHG3;IGHG4;GPR15LG;LCN2;HAMP;F2;TF;IGHG2;IGKV3-20;REG3G;COLEC12;DEFB1;FGA;APOL1;CEBPB;GSDMC;IGHE;IGHA1;TREM1;IGHA2;PYCARD;IGHM;TRAV27;ADGRB1;IL6;RARRES2;PLA2G2A;JCHAIN;IL12B;CXCL13;H2BC9;SSC5D;SERPINE1;ANXA3;H2BC18;STAB2;TSLP;CXCL6;FGB;IGHD;UMOD",1.36412975647201e-09,"defense response to bacterium"
"Higher in cluster 2","GO:0007166",1570,217,9.29975442997862e-12,"LBP;IGFBP1;SEMA3C;IL1R2;IKBKE;IRS2;IL20RB;LIMK1;ROR2;GLP2R;IGHG1;CD79A;BMP7;FZD2;STAP1;G0S2;IGHG3;IGHG4;LEF1;TUBB3;DOCK3;IGKC;ARTN;ADGRF1;FGF7;EFNA5;MPP2;CD44;PDGFRL;F2;TF;FMOD;INHBE;FCRL5;LEFTY1;CCL19;ADGRG2;CDH17;IGHG2;SULF2;IGLC7;SEMA3E;CR2;VANGL2;NRG4;VTN;CBLC;F3;PLAU;GUCY2D;CLNK;LY96;BMPR1B;MMP9;GDF5;ACKR2;CD19;FGF9;IL20RA;PYGO1;IGLC3;FCRLA;INSRR;LRP8;BDKRB2;MLLT11;WNT2;EPHB2;DAB1;OXTR;STK39;GRIK4;GRIN2D;ERBB4;WNT5B;IGHE;IGHA1;IGHA2;RTN4R;PYCARD;TNFRSF17;FCHO1;PLAUR;CARD14;IGHM;SEMA3B;NXN;KREMEN2;CCL26;EPHA1;WNT5A;PLXNA4;RELN;ADGRB1;CCL21;SKAP1;HOMER2;IL6;EFEMP1;TNFRSF11A;SLIT2;TCF7;GRIK5;EREG;ITGB6;VTCN1;FCRL2;TMEM100;IGF1;CCL11;TNFSF14;ADGRD1;HOMER1;ITGB4;IL2RA;GRIK1;SEMA7A;PDE3B;DOK7;IL31RA;RARRES2;WNT10A;BCL2A1;IL34;FCGR1A;IL1A;GLRB;GDNF;C3;ADGRB2;EPHA10;CXCL8;BLK;SAMD12;CCR9;P2RX5;FOXD1;SOCS1;COL16A1;WNT7B;PDGFRA;AIM2;FGF18;MARCO;DUOX2;CCL13;DRAXIN;GREM2;INHA;ADGRG3;LTK;IL12B;SLC30A10;CXCL13;TNFRSF13C;GRM4;TMEM119;GRB14;CR1;PLXNB3;COL1A2;ANGPTL1;ADGRE1;WNT11;SFRP2;TNFRSF13B;PLPP4;WNT4;CHRNA7;INSYN2A;MS4A1;CNKSR2;PKD2L1;CHRFAM7A;UNC5A;WNT10B;PTK6;GRIN2B;FYB2;PTCHD1;NTRK1;SFRP4;CNKSR1;INHBC;GRM1;KCNB1;HAP1;OSM;TSLP;LOX;CHRNB4;LEFTY2;GDF10;ADORA1;MRGPRE;FGF5;PIGR;TNIP3;CXCL6;LEP;SUSD5;CHRNA6;COL4A6;TNFSF11;PRLR;ITGBL1;CCL18;GPR35;LAIR2;SFRP1;IGHD;GRIA1;CHRNA1;GRIN2A;NPPC;ADGRF4;EPO",4.82435832191367e-09,"cell surface receptor signaling pathway"
"Higher in cluster 2","GO:0030001",517,94,1.1678612175616e-11,"KCNS1;MELTF;SLC38A5;STEAP3;KCNG1;LTF;ASIC1;TRPM8;NIPAL4;KCND3;KCNK15;SCNN1A;KCNIP1;HCN4;ASIC2;KCNH2;RYR2;LCN2;SLN;SLC12A8;KCNJ13;CLCNKB;SLC9A2;TF;CCL19;CACNB4;SCN2A;SLC6A17;HCN2;SLC13A3;SLC12A3;GCK;ATP1A3;KCNJ11;SCNN1G;CYP27B1;SCN3A;STK39;SLC28A3;GRIN2D;NALCN;ATP2C2;TRPV3;SLC34A2;FAIM2;KLHL3;CCL21;CACNA2D4;KCNN4;SLC24A3;SLC6A20;KCNQ4;CLDN16;JPH2;TFR2;KCNK17;PKD1L2;P2RX5;KCNH3;SLC4A9;HTR2A;SLC4A5;JPH1;SLC30A10;KCND2;MCOLN2;SCN5A;CHRNA7;MS4A1;CACNA1I;PKD2L1;CHRFAM7A;GRIN2B;RAMP1;SCNN1B;KCNJ10;SLC6A16;KCNB1;SLC30A2;CHRNB4;TRPV6;KCNJ4;SLC30A3;SLC4A10;SLC8A3;CHRNA6;SCARA5;SCN7A;KCNS2;SCN2B;CHRNA1;GRIN2A;MT3;KCNJ1",5.78303641096183e-09,"metal ion transport"
"Higher in cluster 2","GO:0019731",48,22,1.7684287664629e-11,"SLPI;PI3;LTF;WFDC2;IGHG1;WFDC3;IGHG3;IGHG4;TF;IGHG2;IGKV3-20;DEFB1;FGA;IGHE;IGHA1;IGHA2;IGHM;JCHAIN;H2BC9;H2BC18;FGB;IGHD",8.31541537351353e-09,"antibacterial humoral response"
"Higher in cluster 2","GO:0009887",490,90,1.83192554584473e-11,"AQP6;MFSD2A;HOXB9;LTF;SEMA3C;SIX4;RFLNA;ONECUT2;TFAP2A;MSX2;HACD1;BMP7;MYO3B;PAX6;TMIE;RYR2;TTC39C;EFNA5;TSKU;RORB;LEFTY1;TENM3;VANGL2;GREM1;ADPRHL1;ALDH1A3;BMPR1B;GPC3;HS3ST3A1;ANKRD1;STRA6;FAM20A;KIF26B;WNT2;EPHB2;TACSTD2;WNT5A;KLHL3;LHX1;EFEMP1;TNNC1;SLIT2;EREG;HOXA11;ITGB6;FBN2;ITGB4;DCN;WNT10A;MESP2;GDNF;COMP;COL5A1;APLP1;NKD1;COL1A1;COL28A1;PROX1;FOXD1;MEGF11;WNT7B;PDGFRA;TBX18;HAS2;CFTR;EYA1;SIX2;TMEM119;MFAP2;COL1A2;COL11A1;WNT11;SFRP2;WT1;SCN5A;SERPINE1;SFRP4;ACTC1;PITX2;TMEM59L;OSR2;MFAP5;FOXJ1;ACTG2;PROM1;SHOX2;IRX2;TBX1;ALX1;NPPC",8.31541537351353e-09,"animal organ morphogenesis"
"Higher in cluster 2","GO:0050877",550,97,3.27286017891735e-11,"PTGES;MFSD2A;TNNT1;ASIC1;TRPM8;TGFBI;SERPINF1;STAC2;TFAP2A;SCNN1A;ATP6V0A4;MYO3B;PAX6;MDK;ASIC2;TMIE;LCN2;GSDME;GPR143;MPP2;LRRN4;COCH;FSCN2;REEP6;SCN2A;CEMIP;SLC52A3;GUCY2D;CEBPB;STRA6;KCNJ11;SCNN1G;PNOC;EPHB2;GRIN2D;PDE6G;TACSTD2;LUM;BIRC5;RELN;HOMER2;EFEMP1;TNNC1;CACNA2D4;CCL11;KCNQ4;TNNC2;CST2;APOE;MYO1A;EN1;RASGRF1;JSRP1;GLRB;TAS1R3;COL1A1;P2RX5;HTR2A;USH2A;RGS16;CCDC78;GJA3;TNNI2;EYA1;TMPRSS3;KCND2;COL11A1;SPTBN4;CHRNA7;INSYN2A;GRPR;PKD2L1;CHRFAM7A;GRIN2B;S100B;PTCHD1;NTRK1;PPEF1;SCNN1B;OPN4;GRM1;STAC;CHRNB4;ADORA1;MB;PIGR;SLC4A10;PTPRZ1;BCHE;SLC8A3;CHRNA6;CLSTN2;TNNI1;GRIA1;CHRNA1;GRIN2A;TBX1",1.42618155156502e-08,"nervous system process"
"Higher in cluster 2","GO:0006811",780,124,7.93395053579293e-11,"KCNS1;MELTF;SLC4A3;SLC38A5;STEAP3;AQP6;TMC5;KCNG1;LTF;ASIC1;CLCNKA;TRPM8;NIPAL4;KCND3;KCNK15;SCNN1A;KCNIP1;ATP6V0A4;HCN4;ASIC2;KCNH2;RYR2;LCN2;SLN;SLC12A8;KCNJ13;CLCNKB;SLC9A2;TF;TMC4;CCL19;CACNB4;TMEM63C;SCN2A;SLC6A17;HCN2;CLIC6;SLC13A3;SLC12A3;APOL1;GCK;ATP1A3;KCNJ11;SCNN1G;CYP27B1;SCN3A;ANO5;STK39;SLC28A3;GRIK4;GRIN2D;NALCN;ATP2C2;TRPV3;SLC4A1;SLC34A2;S100A6;FAIM2;KLHL3;CCL21;CACNA2D4;SLC26A7;GRIK5;BEST4;KCNN4;ATP6V0D2;SLC24A3;SLC6A20;KCNQ4;GRIK1;CLDN16;GLRB;TMEM266;JPH2;TFR2;KCNK17;PKD1L2;P2RX5;KCNH3;SLC4A9;HTR2A;SLC18A3;SLC4A5;JPH1;ATP6V1C2;CFTR;GABRP;SLC30A10;KCND2;SLC36A2;MCOLN2;PANX2;SCN5A;CHRNA7;MS4A1;CACNA1I;PKD2L1;CHRFAM7A;CLIC3;GRIN2B;RAMP1;SCNN1B;KCNJ10;SLC6A16;KCNB1;SLC30A2;CHRNB4;TRPV6;KCNJ4;SLC30A3;SLC15A1;SLC4A10;SLC8A3;CHRNA6;SCARA5;CHGB;SCN7A;KCNS2;SCN2B;GRIA1;CHRNA1;GRIN2A;MT3;KCNJ1",3.32432527449724e-08,"monoatomic ion transport"
"Higher in cluster 2","GO:0060429",579,98,2.73088509373437e-10,"PI3;CCNO;MFSD2A;ARX;FA2H;SEMA3C;SIX4;CDH3;WFDC2;RHCG;TFAP2A;ST14;KRT19;BMP7;MYO3B;PAX6;KRT17;RYR2;PDPN;TGM1;GRHL3;EHF;BASP1;EFNA5;CD44;SLC9A2;KRT7;MMP12;SEMA3E;VANGL2;RAB25;KRT23;GREM1;TJP3;GPC3;HS3ST3A1;STRA6;ALDH1A2;KIF26B;WNT2;MNX1;ERBB4;WNT5B;TACSTD2;LRG1;KRT80;PYY;KRT15;SFN;WNT5A;PLXNA4;KLHL3;LHX1;SLIT2;PLAAT1;EREG;HOXA11;WNT10A;MESP2;GDNF;KRT81;COL5A1;SYNE4;NKD1;GRHL2;PROX1;FOXD1;USH2A;WNT7B;CCDC78;TBX18;SIX2;FOXP3;VSIG1;WNT11;SFRP2;WT1;SPTBN4;WNT4;TNC;FLG;PTK6;CES1;NTRK1;UPK3A;POU2F3;PITX2;CPS1;TMEM59L;FOXJ1;PROM1;IRX2;SFRP1;TBX1;PKP1;NPPC;UMOD;UPK1B",1.10186156337564e-07,"epithelium development"
"Higher in cluster 1","GO:0006814",153,15,4.50855809746373e-10,"SCN4A;SLC5A1;EDNRB;SLC6A19;SLC6A18;SCN4B;SLC17A4;SLC5A8;SLC6A3;SLC5A11;SLC6A13;SLC5A10;SLC17A3;SLC5A12;SLC34A1",1.75415113977749e-07,"sodium ion transport"
"Higher in cluster 1","GO:0035725",135,14,8.27464010992312e-10,"SCN4A;SLC5A1;SLC6A19;SLC6A18;SCN4B;SLC17A4;SLC5A8;SLC6A3;SLC5A11;SLC6A13;SLC5A10;SLC17A3;SLC5A12;SLC34A1",3.10841135715526e-07,"sodium ion transmembrane transport"
"Higher in cluster 2","GO:0050804",408,75,8.60456126316277e-10,"NMU;CLMP;APBA2;SYT8;LAMP5;MPP2;NEFL;CACNB4;SYT12;NTNG1;CSPG5;PNOC;LRP8;SYN1;EPHB2;OXTR;GRIK4;PLPPR4;GRIN2D;NALCN;FBXO2;CDC20;DLGAP1;PXK;WNT5A;RELN;ADGRB1;NSG1;HOMER2;GRIK5;UNC13C;IGF1;KCNQ4;HOMER1;APOE;GRIK1;RASGRF1;SV2B;SYBU;HTR2A;PFN2;GNAO1;SLC18A3;IGSF11;ACHE;SORCS2;GRM4;CHRNA7;GRIN2B;CALB2;S100B;NTRK1;RIMS2;NTNG2;C1QL1;GRM1;KCNB1;HAP1;SYT13;CHRNB4;ADAM23;ADORA1;UNC13A;SLC4A10;NRN1;BCHE;SLC8A3;CHRNA6;SYT7;RETN;GRIA1;CHRNA1;GRIN2A;TNR;VGF",3.12460301336317e-07,"modulation of chemical synaptic transmission"
"Higher in cluster 2","GO:0006958",17,12,9.22133336374869e-10,"C1S;C1R;IGHG1;IGHG3;IGHG4;IGHG2;C2;IGHE;IGHA1;IGHA2;C3;IGHD",3.24055502144123e-07,"complement activation, classical pathway"
"Higher in cluster 2","GO:0099177",410,75,1.0802467423923e-09,"NMU;CLMP;APBA2;SYT8;LAMP5;MPP2;NEFL;CACNB4;SYT12;NTNG1;CSPG5;PNOC;LRP8;SYN1;EPHB2;OXTR;GRIK4;PLPPR4;GRIN2D;NALCN;FBXO2;CDC20;DLGAP1;PXK;WNT5A;RELN;ADGRB1;NSG1;HOMER2;GRIK5;UNC13C;IGF1;KCNQ4;HOMER1;APOE;GRIK1;RASGRF1;SV2B;SYBU;HTR2A;PFN2;GNAO1;SLC18A3;IGSF11;ACHE;SORCS2;GRM4;CHRNA7;GRIN2B;CALB2;S100B;NTRK1;RIMS2;NTNG2;C1QL1;GRM1;KCNB1;HAP1;SYT13;CHRNB4;ADAM23;ADORA1;UNC13A;SLC4A10;NRN1;BCHE;SLC8A3;CHRNA6;SYT7;RETN;GRIA1;CHRNA1;GRIN2A;TNR;VGF",3.6775650036318e-07,"regulation of trans-synaptic signaling"
"Higher in cluster 2","GO:0007155",736,115,1.12950628272957e-09,"PKP3;BAIAP2L1;IGDCC4;CCN5;CDH3;LRRN2;LAMB3;TGFBI;SRPX2;COL8A2;CNTN6;L1CAM;BMP7;CADM4;PDPN;COL7A1;COL17A1;NECTIN4;EFNA5;KIRREL3;CD44;SPON2;CYP1B1;CDH17;PLEKHG4B;TENM3;CTNND2;TRIM29;NTNG1;CD177;VTN;S100A11;FGA;TJP3;LAMA3;GLDN;CADM3;ADD2;CDH15;IBSP;LSAMP;NCAM2;GCNT1;TACSTD2;IGSF23;PLAUR;LRG1;GPNMB;MXRA8;EPHA1;ACTN2;ADGRB1;CCL21;CLDN11;ITGB6;ICAM5;ISLR;MEGF10;CCL11;ITGB4;LRFN5;CLDN16;TROAP;COMP;COL5A1;EMILIN1;THBS2;GRHL2;SPOCK1;ELFN2;MEGF11;LRFN4;COL16A1;WNT7B;ADAM32;NCAM1;PDGFRA;IGSF11;ACHE;SLITRK2;CHL1;PODXL2;PLXNB3;TENM4;ADGRE1;CLDN7;CORO2B;PCDH7;TNC;CNTN2;FYB2;STAB2;CLDN14;NTNG2;HABP2;IGSF9;VWA2;HAS1;LEP;SUSD5;MUC16;FGB;CLSTN2;FGG;TENM2;ITGBL1;GPR35;CCN6;CNTN1;TNR;PKP1;ADAM18;CNTN5;PCDHB1;UMOD",3.7287398315321e-07,"cell adhesion"
"Higher in cluster 2","GO:0051094",1026,148,1.43441875738378e-09,"HMGA2;BNC1;LTF;CCN5;SIX4;WFDC2;LIMK1;SERPINF1;ADAM12;TFAP2A;SRPX2;L1CAM;BMP7;BEND6;KRT17;METRNL;MDK;LEF1;PDPN;LCN2;SYT3;BASP1;EFNA5;ZNF365;SLC7A5;CCL19;CYP1B1;PCP4;AURKA;ETV4;FST;SYT17;RUNX1;GREM1;SMARCD3;F3;BMPR1B;GDF5;CEBPB;MIXL1;ALOX5;CCBE1;LRP8;CYP27B1;WNT2;EPHB2;OXTR;AGR2;ERBB4;WNT5B;PLAG1;CDC20;APOB;LRG1;SFN;PTGER1;EPHA1;WNT5A;RELN;CHI3L1;LHX1;IL6;SMOC2;TNFRSF11A;SLIT2;HOXA11;ADAM8;TMEM100;IGF1;ISLR;SCIN;CCL11;HSPB6;FBN2;APOE;IL2RA;SULT2B1;SEMA7A;PTGIS;DCN;RARRES2;ECM1;PLA2G2A;IL34;IL1A;GDNF;C3;EMILIN1;THBS2;CXCL8;COL1A1;PROX1;FOXD1;SOCS1;WNT7B;GFAP;SLITRK2;FGF18;CFTR;IL12B;TMEM119;GPM6B;FOXP3;CR1;TP73;PLXNB3;OLFM2;TENM4;SFRP2;WT1;NTN1;WNT4;SERPINE1;CHRNA7;NLRP2;SYNDIG1;ANXA3;CLIC3;ZBED2;S100B;NTRK1;SFRP4;RIMS2;HAP1;DCSTAMP;GDF10;TM4SF19;UNC13A;LEP;PTPRZ1;OSR2;CLSTN2;FOXJ1;TNFSF11;PROM1;SHOX2;RETN;RANBP3L;CCN6;SFRP1;TERT;TBX1;PKP1;FOXA2;ALX1;NPPC;EPO;NELL1",4.59604645380554e-07,"positive regulation of developmental process"
"Higher in cluster 2","GO:0006956",40,18,1.77954347764462e-09,"C1S;C1R;IGHG1;IGHG3;IGHG4;IGHG2;CR2;CFHR3;C2;IGHE;IGHA1;IGHA2;CFH;C8G;C3;CR1;C9;IGHD",5.53895618441729e-07,"complement activation"
"Higher in cluster 1","GO:0055085",1088,38,2.21826754927793e-09,"SCN4A;TRPM3;SLC5A1;ABCG2;EDNRB;SLC6A19;CD36;SLC22A12;TMEM38B;SLC22A11;SLC6A18;SLC22A24;SLC22A4;SLC16A9;SLC25A48;SCN4B;PLCH2;GABRB3;SLC17A4;SLC5A8;GRIK3;SLC22A6;SLC30A8;SLC22A13;SLC6A3;SLC16A12;SLC47A1;SLC5A11;SLC6A13;SLC5A10;SLC17A3;GABRB2;CHRNA4;ACE2;GABRG1;SLC5A12;SLC34A1;GRIA4",6.71272407828716e-07,"transmembrane transport"
"Higher in cluster 1","GO:0015718",127,13,3.9528195559699e-09,"ABCG2;CD36;SLC27A2;SLC22A11;FABP4;SLC16A9;RBP7;SLC5A8;SLC22A6;SLC22A13;SLC16A12;SLC6A13;SLC5A12",1.1638382768307e-06,"monocarboxylic acid transport"
"Higher in cluster 1","GO:0015849",242,17,5.34970927702034e-09,"ABCG2;SLC6A19;CD36;SLC27A2;SLC22A11;FABP4;SLC22A4;SLC16A9;RBP7;SLC5A8;SLC22A6;SLC22A13;SLC16A12;SLC47A1;SLC6A13;ACE2;SLC5A12",1.49435212471435e-06,"organic acid transport"
"Higher in cluster 1","GO:0046942",242,17,5.34970927702034e-09,"ABCG2;SLC6A19;CD36;SLC27A2;SLC22A11;FABP4;SLC22A4;SLC16A9;RBP7;SLC5A8;SLC22A6;SLC22A13;SLC16A12;SLC47A1;SLC6A13;ACE2;SLC5A12",1.49435212471435e-06,"carboxylic acid transport"
"Higher in cluster 2","GO:0099537",303,59,6.11808777021302e-09,"PVALB;GAD1;APBA2;SYT8;KCND3;KCNIP1;SYT3;MPP2;CACNB4;SYT12;PNOC;SYN1;GRIK4;GRIN2D;DLGAP1;KIF5A;NSG1;GRIK5;UNC13C;HOMER1;APOE;DTNA;GRIK1;CNR1;SV2B;GLRB;P2RX5;ELFN2;HTR2A;SLC18A3;IGSF11;ACHE;GABRP;KCND2;GRM4;NPTX1;MYCBPAP;CHRNA7;INSYN2A;CHRFAM7A;GRIN2B;RIMS2;C1QL1;GRM1;HAP1;SYT13;HTR1D;NPTX2;CHRNB4;ADORA1;UNC13A;CHRNA6;SYT7;TENM2;RIC3;SCN2B;GRIA1;CHRNA1;GRIN2A",1.66626120421752e-06,"trans-synaptic signaling"
"Higher in cluster 2","GO:0034220",707,109,6.5986523075309e-09,"KCNS1;SLC4A3;SLC38A5;AQP6;TMC5;KCNG1;ASIC1;CLCNKA;TRPM8;NIPAL4;KCND3;KCNK15;SCNN1A;KCNIP1;ATP6V0A4;HCN4;ASIC2;KCNH2;RYR2;SLC12A8;KCNJ13;CLCNKB;SLC9A2;TMC4;CCL19;CACNB4;TMEM63C;SCN2A;SLC6A17;HCN2;CLIC6;SLC13A3;SLC12A3;APOL1;ATP1A3;KCNJ11;SCNN1G;SCN3A;ANO5;STK39;SLC28A3;GRIK4;GRIN2D;NALCN;ATP2C2;TRPV3;SLC4A1;SLC34A2;S100A6;FAIM2;CCL21;CACNA2D4;SLC26A7;GRIK5;BEST4;KCNN4;ATP6V0D2;SLC24A3;SLC6A20;KCNQ4;GRIK1;CLDN16;GLRB;JPH2;KCNK17;PKD1L2;P2RX5;KCNH3;SLC4A9;HTR2A;SLC18A3;SLC4A5;JPH1;ATP6V1C2;CFTR;GABRP;SLC30A10;KCND2;SLC36A2;MCOLN2;SCN5A;CHRNA7;CACNA1I;PKD2L1;CHRFAM7A;CLIC3;GRIN2B;SCNN1B;KCNJ10;SLC6A16;KCNB1;SLC30A2;CHRNB4;TRPV6;KCNJ4;SLC30A3;SLC15A1;SLC4A10;SLC8A3;CHRNA6;SCARA5;CHGB;SCN7A;KCNS2;SCN2B;GRIA1;CHRNA1;GRIN2A;KCNJ1",1.75331020093272e-06,"monoatomic ion transmembrane transport"
"Higher in cluster 2","GO:0007268",276,55,8.54894919060662e-09,"PVALB;GAD1;APBA2;SYT8;KCND3;KCNIP1;SYT3;MPP2;CACNB4;SYT12;PNOC;SYN1;GRIK4;GRIN2D;DLGAP1;KIF5A;NSG1;GRIK5;UNC13C;HOMER1;APOE;DTNA;GRIK1;SV2B;GLRB;P2RX5;ELFN2;HTR2A;SLC18A3;ACHE;GABRP;KCND2;GRM4;NPTX1;MYCBPAP;CHRNA7;INSYN2A;CHRFAM7A;GRIN2B;RIMS2;GRM1;HAP1;SYT13;HTR1D;NPTX2;CHRNB4;ADORA1;UNC13A;CHRNA6;SYT7;RIC3;SCN2B;GRIA1;CHRNA1;GRIN2A",2.16586633680159e-06,"chemical synaptic transmission"
"Higher in cluster 2","GO:0098916",276,55,8.54894919060662e-09,"PVALB;GAD1;APBA2;SYT8;KCND3;KCNIP1;SYT3;MPP2;CACNB4;SYT12;PNOC;SYN1;GRIK4;GRIN2D;DLGAP1;KIF5A;NSG1;GRIK5;UNC13C;HOMER1;APOE;DTNA;GRIK1;SV2B;GLRB;P2RX5;ELFN2;HTR2A;SLC18A3;ACHE;GABRP;KCND2;GRM4;NPTX1;MYCBPAP;CHRNA7;INSYN2A;CHRFAM7A;GRIN2B;RIMS2;GRM1;HAP1;SYT13;HTR1D;NPTX2;CHRNB4;ADORA1;UNC13A;CHRNA6;SYT7;RIC3;SCN2B;GRIA1;CHRNA1;GRIN2A",2.16586633680159e-06,"anterograde trans-synaptic signaling"
"Higher in cluster 2","GO:0099536",331,62,1.19064404246091e-08,"PVALB;GAD1;APBA2;SYT8;KCND3;KCNIP1;SYT3;MPP2;CACNB4;SYT12;LYPD1;PNOC;SYN1;GRIK4;GRIN2D;DLGAP1;KIF5A;NSG1;GRIK5;UNC13C;HOMER1;APOE;DTNA;GRIK1;CNR1;SV2B;GLRB;P2RX5;ELFN2;HTR2A;SLC18A3;IGSF11;ACHE;GABRP;KCND2;GRM4;NPTX1;MYCBPAP;CHRNA7;INSYN2A;CHRFAM7A;GRIN2B;CALB2;RIMS2;C1QL1;GRM1;HAP1;SYT13;HTR1D;NPTX2;CHRNB4;ADORA1;UNC13A;CHRNA6;SYT7;TENM2;RIC3;SCN2B;GRIA1;CHRNA1;GRIN2A;VGF",2.9479264087657e-06,"synaptic signaling"
"Higher in cluster 2","GO:0002455",20,12,1.45659771576346e-08,"C1S;C1R;IGHG1;IGHG3;IGHG4;IGHG2;C2;IGHE;IGHA1;IGHA2;C3;IGHD",3.5262612256727e-06,"humoral immune response mediated by circulating immunoglobulin"
"Higher in cluster 2","GO:0001501",273,54,1.52177965505255e-08,"HMGA2;HOXB9;LTF;RFLNA;TGFBI;TFAP2A;MSX2;HOXA13;BMP7;CD44;TSKU;MATN3;SULF2;DLX4;PITX1;RUNX1;COL10A1;BMPR1B;GDF5;TIMP1;WNT5B;LUM;WNT5A;CHI3L1;LHX1;HOXA11;IGF1;FBN2;EN1;COMP;COL5A1;COL1A1;COL28A1;P2RX5;WNT7B;PDGFRA;INHA;TMEM119;COL1A2;COL11A1;WNT11;PRELP;WNT10B;SFRP4;PITX2;GDF10;LEP;OSR2;SHOX2;OGN;RANBP3L;TBX1;ALX1;NPPC",3.60397120916141e-06,"skeletal system development"
"Higher in cluster 2","GO:0010273",14,10,2.09900849768256e-08,"MT2A;MT1X;MT1E;MT1A;MT1F;MT1DP;MT1M;MT1G;MT3;MT1H",4.76387470286539e-06,"detoxification of copper ion"
"Higher in cluster 2","GO:1990169",14,10,2.09900849768256e-08,"MT2A;MT1X;MT1E;MT1A;MT1F;MT1DP;MT1M;MT1G;MT3;MT1H",4.76387470286539e-06,"stress response to copper ion"
"Higher in cluster 2","GO:2000026",1116,153,2.46752965331354e-08,"PKP3;HMGA2;IGDCC4;LTF;SIX4;RFLNA;CDH3;WFDC2;LIMK1;SERPINF1;ADAM12;STAC2;TFAP2A;SRPX2;L1CAM;BMP7;PAX6;KRT17;MDK;LEF1;BASP1;EFNA5;ZNF365;SLC7A5;F2;CCL19;CYP1B1;CREB3L1;ETV4;REG3G;SEMA3E;FST;RUNX1;GREM1;SMARCD3;F3;BMPR1B;MMP9;GDF5;CEBPB;LAMA3;ALOX5;CCBE1;LRP8;CYP27B1;WNT2;EPHB2;ESRP1;ERBB4;PLAG1;RTN4R;SIGLEC15;LRG1;ERFE;KRT15;GPNMB;SFN;PTGER1;EPHA1;WNT5A;RELN;CHI3L1;ADGRB1;LHX1;IL6;EFEMP1;SMOC2;TNFRSF11A;SLIT2;TCF7;ENPP1;HOXA11;ADAM8;TMEM100;IGF1;ISLR;SCIN;ANGPTL7;CCL11;HSPB6;FBN2;IL2RA;SULT2B1;SEMA7A;PDE3B;PTGIS;DCN;NCMAP;ECM1;IL34;IL1A;GDNF;C3;ADGRB2;EMILIN1;THBS2;CXCL8;P2RX5;PROX1;SOCS1;GFAP;SLITRK2;FGF18;CFTR;INHA;IL12B;CXCL13;SIX2;TMEM119;GPM6B;FOXP3;CR1;TP73;PLXNB3;TENM4;IRF4;WNT11;SFRP2;WT1;NTN1;WNT4;SERPINE1;CHRNA7;NLRP2;SYNDIG1;TMEM178A;ANXA3;CLIC3;ZBED2;S100B;NTRK1;SFRP4;MEST;HAP1;DCSTAMP;APOH;TM4SF19;LEP;PTPRZ1;OSR2;CLSTN2;FOXJ1;TNFSF11;PROM1;SHOX2;RETN;CCN6;SFRP1;MT3;TERT;PKP1;FOXA2;NELL1",5.48597307004034e-06,"regulation of multicellular organismal development"
"Higher in cluster 2","GO:0030193",61,21,2.666421951826e-08,"F2;VTN;FGA;F3;ADTRP;PLAU;C1QTNF1;EPHB2;KNG1;PLAUR;TSPAN8;APOE;EMILIN1;PDGFRA;FAP;F7;SERPINE1;APOH;FGB;FGG;FOXA2",5.80960014863849e-06,"regulation of blood coagulation"
