"direction","go_id","term_size","hit_count","pvalue","hit_symbols","padj","term"
"Higher in cluster 2","GO:0050859",10,0,1,"",1,"negative regulation of B cell receptor signaling pathway"
"Higher in cluster 2","GO:0050860",33,0,1,"",1,"negative regulation of T cell receptor signaling pathway"
"Higher in cluster 2","GO:0050872",10,0,1,"",1,"white fat cell differentiation"
"Higher in cluster 2","GO:0050885",15,0,1,"",1,"neuromuscular process controlling balance"
"Higher in cluster 2","GO:0050886",28,0,1,"",1,"endocrine process"
"Higher in cluster 2","GO:0050911",13,0,1,"",1,"detection of chemical stimulus involved in sensory perception of smell"
"Higher in cluster 2","GO:0051013",10,0,1,"",1,"microtubule severing"
"Higher in cluster 2","GO:0051028",74,0,1,"",1,"mRNA transport"
"Higher in cluster 2","GO:0051036",11,0,1,"",1,"regulation of endosome size"
"Higher in cluster 2","GO:0051204",18,0,1,"",1,"protein insertion into mitochondrial membrane"
"Higher in cluster 2","GO:0051292",10,0,1,"",1,"nuclear pore complex assembly"
"Higher in cluster 2","GO:0051298",42,0,1,"",1,"centrosome duplication"
"Higher in cluster 2","GO:0051304",10,0,1,"",1,"chromosome separation"
"Higher in cluster 2","GO:0051349",18,0,1,"",1,"positive regulation of lyase activity"
"Higher in cluster 2","GO:0051403",16,0,1,"",1,"stress-activated MAPK cascade"
"Higher in cluster 2","GO:0051457",20,0,1,"",1,"maintenance of protein location in nucleus"
"Higher in cluster 2","GO:0051469",11,0,1,"",1,"vesicle fusion with vacuole"
"Higher in cluster 2","GO:0051639",13,0,1,"",1,"actin filament network formation"
"Higher in cluster 2","GO:0051645",12,0,1,"",1,"Golgi localization"
"Higher in cluster 2","GO:0051647",28,0,1,"",1,"nucleus localization"
"Higher in cluster 2","GO:0051788",19,0,1,"",1,"response to misfolded protein"
"Higher in cluster 2","GO:0051895",20,0,1,"",1,"negative regulation of focal adhesion assembly"
"Higher in cluster 2","GO:0051938",21,0,1,"",1,"L-glutamate import"
"Higher in cluster 2","GO:0052646",11,0,1,"",1,"alditol phosphate metabolic process"
"Higher in cluster 2","GO:0055017",14,0,1,"",1,"cardiac muscle tissue growth"
"Higher in cluster 2","GO:0055057",11,0,1,"",1,"neuroblast division"
"Higher in cluster 2","GO:0055119",13,0,1,"",1,"relaxation of cardiac muscle"
"Higher in cluster 2","GO:0060055",13,0,1,"",1,"angiogenesis involved in wound healing"
"Higher in cluster 2","GO:0060148",11,0,1,"",1,"positive regulation of post-transcriptional gene silencing"
"Higher in cluster 2","GO:0060155",26,0,1,"",1,"platelet dense granule organization"
"Higher in cluster 2","GO:0060211",14,0,1,"",1,"regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"Higher in cluster 2","GO:0060213",12,0,1,"",1,"positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"
"Higher in cluster 2","GO:0060253",13,0,1,"",1,"negative regulation of glial cell proliferation"
"Higher in cluster 2","GO:0060260",78,0,1,"",1,"regulation of transcription initiation by RNA polymerase II"
"Higher in cluster 2","GO:0060261",60,0,1,"",1,"positive regulation of transcription initiation by RNA polymerase II"
"Higher in cluster 2","GO:0060330",11,0,1,"",1,"regulation of response to type II interferon"
"Higher in cluster 2","GO:0060333",13,0,1,"",1,"type II interferon-mediated signaling pathway"
"Higher in cluster 2","GO:0060334",11,0,1,"",1,"regulation of type II interferon-mediated signaling pathway"
"Higher in cluster 2","GO:0060368",10,0,1,"",1,"regulation of Fc receptor mediated stimulatory signaling pathway"
"Higher in cluster 2","GO:0060382",17,0,1,"",1,"regulation of DNA strand elongation"
"Higher in cluster 2","GO:0060395",20,0,1,"",1,"SMAD protein signal transduction"
"Higher in cluster 2","GO:0060397",10,0,1,"",1,"growth hormone receptor signaling pathway via JAK-STAT"
"Higher in cluster 2","GO:0060544",30,0,1,"",1,"regulation of necroptotic process"
"Higher in cluster 2","GO:0060546",15,0,1,"",1,"negative regulation of necroptotic process"
"Higher in cluster 2","GO:0060612",24,0,1,"",1,"adipose tissue development"
"Higher in cluster 2","GO:0060623",10,0,1,"",1,"regulation of chromosome condensation"
"Higher in cluster 2","GO:0060628",20,0,1,"",1,"regulation of ER to Golgi vesicle-mediated transport"
"Higher in cluster 2","GO:0060633",14,0,1,"",1,"negative regulation of transcription initiation by RNA polymerase II"
"Higher in cluster 2","GO:0061014",107,0,1,"",1,"positive regulation of mRNA catabolic process"
"Higher in cluster 2","GO:0061052",10,0,1,"",1,"negative regulation of cell growth involved in cardiac muscle cell development"
"Higher in cluster 2","GO:0061157",92,0,1,"",1,"mRNA destabilization"
"Higher in cluster 2","GO:0061158",22,0,1,"",1,"3'-UTR-mediated mRNA destabilization"
"Higher in cluster 2","GO:0061462",45,0,1,"",1,"protein localization to lysosome"
"Higher in cluster 2","GO:0061635",11,0,1,"",1,"regulation of protein complex stability"
"Higher in cluster 2","GO:0061668",28,0,1,"",1,"mitochondrial ribosome assembly"
"Higher in cluster 2","GO:0061709",26,0,1,"",1,"reticulophagy"
"Higher in cluster 2","GO:0061723",12,0,1,"",1,"glycophagy"
"Higher in cluster 2","GO:0061763",12,0,1,"",1,"multivesicular body-lysosome fusion"
"Higher in cluster 2","GO:0061795",13,0,1,"",1,"Golgi lumen acidification"
"Higher in cluster 2","GO:0061900",34,0,1,"",1,"glial cell activation"
"Higher in cluster 2","GO:0061909",20,0,1,"",1,"autophagosome-lysosome fusion"
"Higher in cluster 2","GO:0062028",11,0,1,"",1,"regulation of cytoplasmic stress granule assembly"
"Higher in cluster 2","GO:0062042",10,0,1,"",1,"regulation of cardiac epithelial to mesenchymal transition"
"Higher in cluster 2","GO:0062098",35,0,1,"",1,"regulation of programmed necrotic cell death"
"Higher in cluster 2","GO:0062099",17,0,1,"",1,"negative regulation of programmed necrotic cell death"
"Higher in cluster 2","GO:0062125",30,0,1,"",1,"regulation of mitochondrial gene expression"
"Higher in cluster 2","GO:0062176",10,0,1,"",1,"R-loop processing"
"Higher in cluster 2","GO:0065002",60,0,1,"",1,"intracellular protein transmembrane transport"
"Higher in cluster 2","GO:0070071",17,0,1,"",1,"proton-transporting two-sector ATPase complex assembly"
"Higher in cluster 2","GO:0070106",10,0,1,"",1,"interleukin-27-mediated signaling pathway"
"Higher in cluster 2","GO:0070129",22,0,1,"",1,"regulation of mitochondrial translation"
"Higher in cluster 2","GO:0070131",15,0,1,"",1,"positive regulation of mitochondrial translation"
"Higher in cluster 2","GO:0070198",11,0,1,"",1,"protein localization to chromosome, telomeric region"
"Higher in cluster 2","GO:0070213",12,0,1,"",1,"protein auto-ADP-ribosylation"
"Higher in cluster 2","GO:0070227",12,0,1,"",1,"lymphocyte apoptotic process"
"Higher in cluster 2","GO:0070233",10,0,1,"",1,"negative regulation of T cell apoptotic process"
"Higher in cluster 2","GO:0070266",15,0,1,"",1,"necroptotic process"
"Higher in cluster 2","GO:0070302",32,0,1,"",1,"regulation of stress-activated protein kinase signaling cascade"
"Higher in cluster 2","GO:0070304",18,0,1,"",1,"positive regulation of stress-activated protein kinase signaling cascade"
"Higher in cluster 2","GO:0070417",10,0,1,"",1,"cellular response to cold"
"Higher in cluster 2","GO:0070424",13,0,1,"",1,"regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway"
"Higher in cluster 2","GO:0070536",26,0,1,"",1,"protein K63-linked deubiquitination"
"Higher in cluster 2","GO:0070585",69,0,1,"",1,"protein localization to mitochondrion"
"Higher in cluster 2","GO:0070672",10,0,1,"",1,"response to interleukin-15"
"Higher in cluster 2","GO:0070729",10,0,1,"",1,"cyclic nucleotide transport"
"Higher in cluster 2","GO:0070778",10,0,1,"",1,"L-aspartate transmembrane transport"
"Higher in cluster 2","GO:0070837",13,0,1,"",1,"dehydroascorbic acid transport"
"Higher in cluster 2","GO:0070900",14,0,1,"",1,"mitochondrial tRNA modification"
"Higher in cluster 2","GO:0070914",12,0,1,"",1,"UV-damage excision repair"
"Higher in cluster 2","GO:0070922",12,0,1,"",1,"RISC complex assembly"
"Higher in cluster 2","GO:0071025",46,0,1,"",1,"RNA surveillance"
"Higher in cluster 2","GO:0071027",37,0,1,"",1,"nuclear RNA surveillance"
"Higher in cluster 2","GO:0071028",14,0,1,"",1,"nuclear mRNA surveillance"
"Higher in cluster 2","GO:0071044",22,0,1,"",1,"histone mRNA catabolic process"
"Higher in cluster 2","GO:0071045",12,0,1,"",1,"nuclear histone mRNA catabolic process"
"Higher in cluster 2","GO:0071108",23,0,1,"",1,"protein K48-linked deubiquitination"
"Higher in cluster 2","GO:0071218",16,0,1,"",1,"cellular response to misfolded protein"
"Higher in cluster 2","GO:0071225",10,0,1,"",1,"cellular response to muramyl dipeptide"
"Higher in cluster 2","GO:0071233",13,0,1,"",1,"cellular response to L-leucine"
"Higher in cluster 2","GO:0071287",10,0,1,"",1,"cellular response to manganese ion"
"Higher in cluster 2","GO:0071318",17,0,1,"",1,"cellular response to ATP"
"Higher in cluster 2","GO:0071350",10,0,1,"",1,"cellular response to interleukin-15"
"Higher in cluster 2","GO:0071360",14,0,1,"",1,"cellular response to exogenous dsRNA"
"Higher in cluster 2","GO:0071362",10,0,1,"",1,"cellular response to ether"
"Higher in cluster 2","GO:0071480",20,0,1,"",1,"cellular response to gamma radiation"
"Higher in cluster 2","GO:0071499",29,0,1,"",1,"cellular response to laminar fluid shear stress"
"Higher in cluster 2","GO:0071539",24,0,1,"",1,"protein localization to centrosome"
"Higher in cluster 2","GO:0071578",11,0,1,"",1,"zinc ion import across plasma membrane"
"Higher in cluster 2","GO:0071637",16,0,1,"",1,"regulation of monocyte chemotactic protein-1 production"
"Higher in cluster 2","GO:0071639",10,0,1,"",1,"positive regulation of monocyte chemotactic protein-1 production"
"Higher in cluster 2","GO:0071649",10,0,1,"",1,"regulation of chemokine (C-C motif) ligand 5 production"
"Higher in cluster 2","GO:0071732",14,0,1,"",1,"cellular response to nitric oxide"
"Higher in cluster 2","GO:0071806",69,0,1,"",1,"protein transmembrane transport"
"Higher in cluster 2","GO:0071816",17,0,1,"",1,"tail-anchored membrane protein insertion into ER membrane"
"Higher in cluster 2","GO:0072344",37,0,1,"",1,"rescue of stalled cytosolic ribosome"
"Higher in cluster 2","GO:0072350",14,0,1,"",1,"tricarboxylic acid metabolic process"
"Higher in cluster 2","GO:0072393",13,0,1,"",1,"microtubule anchoring at microtubule organizing center"
"Higher in cluster 2","GO:0072529",25,0,1,"",1,"pyrimidine-containing compound catabolic process"
"Higher in cluster 2","GO:0072599",41,0,1,"",1,"establishment of protein localization to endoplasmic reticulum"
"Higher in cluster 2","GO:0072662",19,0,1,"",1,"protein localization to peroxisome"
"Higher in cluster 2","GO:0072663",21,0,1,"",1,"establishment of protein localization to peroxisome"
"Higher in cluster 2","GO:0072665",70,0,1,"",1,"protein localization to vacuole"
"Higher in cluster 2","GO:0072666",53,0,1,"",1,"establishment of protein localization to vacuole"
"Higher in cluster 2","GO:0072698",37,0,1,"",1,"protein localization to microtubule cytoskeleton"
"Higher in cluster 2","GO:0075509",12,0,1,"",1,"endocytosis involved in viral entry into host cell"
"Higher in cluster 2","GO:0075522",11,0,1,"",1,"IRES-dependent viral translational initiation"
"Higher in cluster 2","GO:0085020",16,0,1,"",1,"protein K6-linked ubiquitination"
"Higher in cluster 2","GO:0086100",11,0,1,"",1,"endothelin receptor signaling pathway"
"Higher in cluster 2","GO:0090043",14,0,1,"",1,"regulation of tubulin deacetylation"
"Higher in cluster 2","GO:0090051",15,0,1,"",1,"negative regulation of cell migration involved in sprouting angiogenesis"
"Higher in cluster 2","GO:0090069",10,0,1,"",1,"regulation of ribosome biogenesis"
"Higher in cluster 2","GO:0090085",11,0,1,"",1,"regulation of protein deubiquitination"
"Higher in cluster 2","GO:0090110",17,0,1,"",1,"COPII-coated vesicle cargo loading"
"Higher in cluster 2","GO:0090114",43,0,1,"",1,"COPII-coated vesicle budding"
"Higher in cluster 2","GO:0090148",45,0,1,"",1,"membrane fission"
"Higher in cluster 2","GO:0090153",15,0,1,"",1,"regulation of sphingolipid biosynthetic process"
"Higher in cluster 2","GO:0090158",15,0,1,"",1,"endoplasmic reticulum membrane organization"
"Higher in cluster 2","GO:0090304",1900,33,1,"HMGA2;HOXB9;PCBP3;HMGB3;ZNF365;HMGA1;CEBPB;SRRM3;RNASE2;SPOCD1;PADI2;SETMAR;PLK1;LHX1;NEIL3;TAF7L;ENPP1;NME1;EREG;RAD54B;RRM2;PAX5;DNASE1;EYA1;TP73;WT1;SHOC1;PRRX1;CECR2;FBLL1;GMNC;TERT;CELF5",1,"nucleic acid metabolic process"
"Higher in cluster 2","GO:0090311",17,0,1,"",1,"regulation of protein deacetylation"
"Higher in cluster 2","GO:0090317",20,0,1,"",1,"negative regulation of intracellular protein transport"
"Higher in cluster 2","GO:0090394",10,0,1,"",1,"negative regulation of excitatory postsynaptic potential"
"Higher in cluster 2","GO:0090435",12,0,1,"",1,"protein localization to nuclear envelope"
"Higher in cluster 2","GO:0090481",11,0,1,"",1,"pyrimidine nucleotide-sugar transmembrane transport"
"Higher in cluster 2","GO:0090520",15,0,1,"",1,"sphingolipid mediated signaling pathway"
"Higher in cluster 2","GO:0090592",26,0,1,"",1,"DNA synthesis involved in DNA replication"
"Higher in cluster 2","GO:0090630",21,0,1,"",1,"activation of GTPase activity"
"Higher in cluster 2","GO:0090646",18,0,1,"",1,"mitochondrial tRNA processing"
"Higher in cluster 2","GO:0090656",10,0,1,"",1,"t-circle formation"
"Higher in cluster 2","GO:0090670",11,0,1,"",1,"RNA localization to Cajal body"
"Higher in cluster 2","GO:0090685",11,0,1,"",1,"RNA localization to nucleus"
"Higher in cluster 2","GO:0090735",10,0,1,"",1,"DNA repair complex assembly"
"Higher in cluster 2","GO:0090737",10,0,1,"",1,"telomere maintenance via telomere trimming"
"Higher in cluster 2","GO:0097067",11,0,1,"",1,"cellular response to thyroid hormone stimulus"
"Higher in cluster 2","GO:0097320",16,0,1,"",1,"plasma membrane tubulation"
"Higher in cluster 2","GO:0097576",14,0,1,"",1,"vacuole fusion"
"Higher in cluster 2","GO:0097680",10,0,1,"",1,"double-strand break repair via classical nonhomologous end joining"
"Higher in cluster 2","GO:0097699",26,0,1,"",1,"vascular endothelial cell response to fluid shear stress"
"Higher in cluster 2","GO:0097700",21,0,1,"",1,"vascular endothelial cell response to laminar fluid shear stress"
"Higher in cluster 2","GO:0098696",17,0,1,"",1,"regulation of neurotransmitter receptor localization to postsynaptic specialization membrane"
"Higher in cluster 2","GO:0098704",21,0,1,"",1,"carbohydrate import across plasma membrane"
"Higher in cluster 2","GO:0098708",21,0,1,"",1,"D-glucose import across plasma membrane"
"Higher in cluster 2","GO:0098732",26,0,1,"",1,"macromolecule deacylation"
"Higher in cluster 2","GO:0098734",15,0,1,"",1,"macromolecule depalmitoylation"
"Higher in cluster 2","GO:0098801",17,0,1,"",1,"regulation of renal system process"
"Higher in cluster 2","GO:0098880",16,0,1,"",1,"maintenance of postsynaptic specialization structure"
"Higher in cluster 2","GO:0098927",26,0,1,"",1,"vesicle-mediated transport between endosomal compartments"
"Higher in cluster 2","GO:0099116",16,0,1,"",1,"tRNA 5'-end processing"
"Higher in cluster 2","GO:0099159",12,0,1,"",1,"regulation of modification of postsynaptic structure"
"Higher in cluster 2","GO:0099500",13,0,1,"",1,"vesicle fusion to plasma membrane"
"Higher in cluster 2","GO:0099562",10,0,1,"",1,"maintenance of postsynaptic density structure"
"Higher in cluster 2","GO:0099601",10,0,1,"",1,"regulation of neurotransmitter receptor activity"
"Higher in cluster 2","GO:0101024",10,0,1,"",1,"mitotic nuclear membrane organization"
"Higher in cluster 2","GO:0106074",13,0,1,"",1,"aminoacyl-tRNA metabolism involved in translational fidelity"
"Higher in cluster 2","GO:0106120",14,0,1,"",1,"positive regulation of sterol biosynthetic process"
"Higher in cluster 2","GO:0106300",10,0,1,"",1,"protein-DNA covalent cross-linking repair"
"Higher in cluster 2","GO:0110154",25,0,1,"",1,"RNA decapping"
"Higher in cluster 2","GO:0110156",21,0,1,"",1,"mRNA methylguanosine-cap decapping"
"Higher in cluster 2","GO:0120261",14,0,1,"",1,"regulation of heterochromatin organization"
"Higher in cluster 2","GO:0140042",15,0,1,"",1,"lipid droplet formation"
"Higher in cluster 2","GO:0140053",149,0,1,"",1,"mitochondrial gene expression"
"Higher in cluster 2","GO:0140105",11,0,1,"",1,"interleukin-10-mediated signaling pathway"
"Higher in cluster 2","GO:0140271",21,0,1,"",1,"hexose import across plasma membrane"
"Higher in cluster 2","GO:0140374",96,0,1,"",1,"antiviral innate immune response"
"Higher in cluster 2","GO:0140588",14,0,1,"",1,"chromatin looping"
"Higher in cluster 2","GO:0140639",10,0,1,"",1,"positive regulation of pyroptotic inflammatory response"
"Higher in cluster 2","GO:0140673",15,0,1,"",1,"transcription elongation-coupled chromatin remodeling"
"Higher in cluster 2","GO:0140718",13,0,1,"",1,"facultative heterochromatin formation"
"Higher in cluster 2","GO:0140861",26,0,1,"",1,"DNA repair-dependent chromatin remodeling"
"Higher in cluster 2","GO:0140894",23,0,1,"",1,"endolysosomal toll-like receptor signaling pathway"
"Higher in cluster 2","GO:0141085",53,0,1,"",1,"regulation of inflammasome-mediated signaling pathway"
"Higher in cluster 2","GO:0141086",20,0,1,"",1,"negative regulation of inflammasome-mediated signaling pathway"
"Higher in cluster 2","GO:0141087",31,0,1,"",1,"positive regulation of inflammasome-mediated signaling pathway"
"Higher in cluster 2","GO:0141111",17,0,1,"",1,"positive regulation of cGAS/STING signaling pathway"
"Higher in cluster 2","GO:0141163",12,0,1,"",1,"positive regulation of cAMP/PKA signal transduction"
"Higher in cluster 2","GO:0141187",1255,16,1,"HOXB9;PCBP3;CEBPB;SRRM3;SPOCD1;PADI2;LHX1;TAF7L;EREG;RRM2;PAX5;WT1;PRRX1;FBLL1;TERT;CELF5",1,"nucleic acid biosynthetic process"
"Higher in cluster 2","GO:0141198",19,0,1,"",1,"protein branched polyubiquitination"
"Higher in cluster 2","GO:0150076",39,0,1,"",1,"neuroinflammatory response"
"Higher in cluster 2","GO:0160020",10,0,1,"",1,"positive regulation of ferroptosis"
"Higher in cluster 2","GO:0160165",14,0,1,"",1,"CD8-positive, alpha-beta T cell homeostasis"
"Higher in cluster 2","GO:0160240",19,0,1,"",1,"RNA polymerase II transcription initiation surveillance"
"Higher in cluster 2","GO:0170036",31,0,1,"",1,"import into the mitochondrion"
"Higher in cluster 2","GO:0170044",12,0,1,"",1,"non-proteinogenic amino acid catabolic process"
"Higher in cluster 2","GO:0180010",12,0,1,"",1,"co-transcriptional mRNA 3'-end processing, cleavage and polyadenylation pathway"
"Higher in cluster 2","GO:0180012",14,0,1,"",1,"co-transcriptional RNA 3'-end processing, cleavage and polyadenylation pathway"
"Higher in cluster 2","GO:0180046",31,0,1,"",1,"GPI anchored protein biosynthesis"
"Higher in cluster 2","GO:1900034",16,0,1,"",1,"regulation of cellular response to heat"
"Higher in cluster 2","GO:1900037",19,0,1,"",1,"regulation of cellular response to hypoxia"
"Higher in cluster 2","GO:1900038",11,0,1,"",1,"negative regulation of cellular response to hypoxia"
"Higher in cluster 2","GO:1900044",15,0,1,"",1,"regulation of protein K63-linked ubiquitination"
"Higher in cluster 2","GO:1900102",21,0,1,"",1,"negative regulation of endoplasmic reticulum unfolded protein response"
"Higher in cluster 2","GO:1900151",24,0,1,"",1,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"Higher in cluster 2","GO:1900152",12,0,1,"",1,"negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"Higher in cluster 2","GO:1900153",13,0,1,"",1,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"Higher in cluster 2","GO:1900181",31,0,1,"",1,"negative regulation of protein localization to nucleus"
"Higher in cluster 2","GO:1900225",49,0,1,"",1,"regulation of NLRP3 inflammasome complex assembly"
"Higher in cluster 2","GO:1900226",17,0,1,"",1,"negative regulation of NLRP3 inflammasome complex assembly"
"Higher in cluster 2","GO:1900227",30,0,1,"",1,"positive regulation of NLRP3 inflammasome complex assembly"
"Higher in cluster 2","GO:1900246",12,0,1,"",1,"positive regulation of RIG-I signaling pathway"
"Higher in cluster 2","GO:1900370",11,0,1,"",1,"positive regulation of post-transcriptional gene silencing by RNA"
"Higher in cluster 2","GO:1900371",21,0,1,"",1,"regulation of purine nucleotide biosynthetic process"
"Higher in cluster 2","GO:1900373",14,0,1,"",1,"positive regulation of purine nucleotide biosynthetic process"
"Higher in cluster 2","GO:1900864",17,0,1,"",1,"mitochondrial RNA modification"
"Higher in cluster 2","GO:1901028",19,0,1,"",1,"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"Higher in cluster 2","GO:1901029",10,0,1,"",1,"negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"
"Higher in cluster 2","GO:1901096",16,0,1,"",1,"regulation of autophagosome maturation"
"Higher in cluster 2","GO:1901298",13,0,1,"",1,"regulation of hydrogen peroxide-mediated programmed cell death"
"Higher in cluster 2","GO:1901550",18,0,1,"",1,"regulation of endothelial cell development"
"Higher in cluster 2","GO:1901659",23,0,1,"",1,"glycosyl compound biosynthetic process"
"Higher in cluster 2","GO:1901661",19,0,1,"",1,"quinone metabolic process"
"Higher in cluster 2","GO:1901663",16,0,1,"",1,"quinone biosynthetic process"
"Higher in cluster 2","GO:1901740",47,0,1,"",1,"negative regulation of myoblast fusion"
"Higher in cluster 2","GO:1901836",14,0,1,"",1,"regulation of transcription of nucleolar large rRNA by RNA polymerase I"
"Higher in cluster 2","GO:1901838",10,0,1,"",1,"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I"
"Higher in cluster 2","GO:1901847",11,0,1,"",1,"nicotinate metabolic process"
"Higher in cluster 2","GO:1901857",14,0,1,"",1,"positive regulation of cellular respiration"
"Higher in cluster 2","GO:1902018",26,0,1,"",1,"negative regulation of cilium assembly"
"Higher in cluster 2","GO:1902108",14,0,1,"",1,"regulation of mitochondrial membrane permeability involved in apoptotic process"
"Higher in cluster 2","GO:1902116",49,0,1,"",1,"negative regulation of organelle assembly"
"Higher in cluster 2","GO:1902170",15,0,1,"",1,"cellular response to reactive nitrogen species"
"Higher in cluster 2","GO:1902275",31,0,1,"",1,"regulation of chromatin organization"
"Higher in cluster 2","GO:1902455",21,0,1,"",1,"negative regulation of stem cell population maintenance"
"Higher in cluster 2","GO:1902459",45,0,1,"",1,"positive regulation of stem cell population maintenance"
"Higher in cluster 2","GO:1902514",13,0,1,"",1,"regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"
"Higher in cluster 2","GO:1902523",10,0,1,"",1,"positive regulation of protein K63-linked ubiquitination"
"Higher in cluster 2","GO:1902570",14,0,1,"",1,"protein localization to nucleolus"
"Higher in cluster 2","GO:1902683",27,0,1,"",1,"regulation of receptor localization to synapse"
"Higher in cluster 2","GO:1902745",33,0,1,"",1,"positive regulation of lamellipodium organization"
"Higher in cluster 2","GO:1902774",21,0,1,"",1,"late endosome to lysosome transport"
"Higher in cluster 2","GO:1902775",17,0,1,"",1,"mitochondrial large ribosomal subunit assembly"
"Higher in cluster 2","GO:1902894",27,0,1,"",1,"negative regulation of miRNA transcription"
"Higher in cluster 2","GO:1902902",11,0,1,"",1,"negative regulation of autophagosome assembly"
"Higher in cluster 2","GO:1902953",13,0,1,"",1,"positive regulation of ER to Golgi vesicle-mediated transport"
"Higher in cluster 2","GO:1902965",10,0,1,"",1,"regulation of protein localization to early endosome"
"Higher in cluster 2","GO:1902966",10,0,1,"",1,"positive regulation of protein localization to early endosome"
"Higher in cluster 2","GO:1902969",14,0,1,"",1,"mitotic DNA replication"
"Higher in cluster 2","GO:1903140",18,0,1,"",1,"regulation of establishment of endothelial barrier"
"Higher in cluster 2","GO:1903232",19,0,1,"",1,"melanosome assembly"
"Higher in cluster 2","GO:1903241",25,0,1,"",1,"U2-type prespliceosome assembly"
"Higher in cluster 2","GO:1903242",10,0,1,"",1,"regulation of cardiac muscle hypertrophy in response to stress"
"Higher in cluster 2","GO:1903265",15,0,1,"",1,"positive regulation of tumor necrosis factor-mediated signaling pathway"
"Higher in cluster 2","GO:1903306",19,0,1,"",1,"negative regulation of regulated secretory pathway"
"Higher in cluster 2","GO:1903313",124,0,1,"",1,"positive regulation of mRNA metabolic process"
"Higher in cluster 2","GO:1903332",12,0,1,"",1,"regulation of protein folding"
"Higher in cluster 2","GO:1903358",16,0,1,"",1,"regulation of Golgi organization"
"Higher in cluster 2","GO:1903427",18,0,1,"",1,"negative regulation of reactive oxygen species biosynthetic process"
"Higher in cluster 2","GO:1903432",112,0,1,"",1,"regulation of TORC1 signaling"
"Higher in cluster 2","GO:1903441",13,0,1,"",1,"protein localization to ciliary membrane"
"Higher in cluster 2","GO:1903541",17,0,1,"",1,"regulation of exosomal secretion"
"Higher in cluster 2","GO:1903543",15,0,1,"",1,"positive regulation of exosomal secretion"
"Higher in cluster 2","GO:1903564",13,0,1,"",1,"regulation of protein localization to cilium"
"Higher in cluster 2","GO:1903729",15,0,1,"",1,"regulation of plasma membrane organization"
"Higher in cluster 2","GO:1903749",35,0,1,"",1,"positive regulation of protein localization to mitochondrion"
"Higher in cluster 2","GO:1903898",12,0,1,"",1,"negative regulation of PERK-mediated unfolded protein response"
"Higher in cluster 2","GO:1903909",19,0,1,"",1,"regulation of receptor clustering"
"Higher in cluster 2","GO:1903911",13,0,1,"",1,"positive regulation of receptor clustering"
"Higher in cluster 2","GO:1904179",13,0,1,"",1,"positive regulation of adipose tissue development"
"Higher in cluster 2","GO:1904262",55,0,1,"",1,"negative regulation of TORC1 signaling"
"Higher in cluster 2","GO:1904263",62,0,1,"",1,"positive regulation of TORC1 signaling"
"Higher in cluster 2","GO:1904292",25,0,1,"",1,"regulation of ERAD pathway"
"Higher in cluster 2","GO:1904294",18,0,1,"",1,"positive regulation of ERAD pathway"
"Higher in cluster 2","GO:1904350",14,0,1,"",1,"regulation of protein catabolic process in the vacuole"
"Higher in cluster 2","GO:1904353",14,0,1,"",1,"regulation of telomere capping"
"Higher in cluster 2","GO:1904356",51,0,1,"",1,"regulation of telomere maintenance via telomere lengthening"
"Higher in cluster 2","GO:1904357",27,0,1,"",1,"negative regulation of telomere maintenance via telomere lengthening"
"Higher in cluster 2","GO:1904358",26,0,1,"",1,"positive regulation of telomere maintenance via telomere lengthening"
"Higher in cluster 2","GO:1904380",14,0,1,"",1,"endoplasmic reticulum mannose trimming"
"Higher in cluster 2","GO:1904491",22,0,1,"",1,"protein localization to ciliary transition zone"
"Higher in cluster 2","GO:1904505",14,0,1,"",1,"regulation of telomere maintenance in response to DNA damage"
"Higher in cluster 2","GO:1904507",10,0,1,"",1,"positive regulation of telomere maintenance in response to DNA damage"
"Higher in cluster 2","GO:1904580",10,0,1,"",1,"regulation of intracellular mRNA localization"
"Higher in cluster 2","GO:1904627",11,0,1,"",1,"response to phorbol 13-acetate 12-myristate"
"Higher in cluster 2","GO:1904779",12,0,1,"",1,"regulation of protein localization to centrosome"
"Higher in cluster 2","GO:1904869",10,0,1,"",1,"regulation of protein localization to Cajal body"
"Higher in cluster 2","GO:1904871",10,0,1,"",1,"positive regulation of protein localization to Cajal body"
"Higher in cluster 2","GO:1904872",12,0,1,"",1,"regulation of telomerase RNA localization to Cajal body"
"Higher in cluster 2","GO:1904896",10,0,1,"",1,"ESCRT complex disassembly"
"Higher in cluster 2","GO:1904903",10,0,1,"",1,"ESCRT III complex disassembly"
"Higher in cluster 2","GO:1905089",12,0,1,"",1,"regulation of type 2 mitophagy"
"Higher in cluster 2","GO:1905091",10,0,1,"",1,"positive regulation of type 2 mitophagy"
"Higher in cluster 2","GO:1905146",13,0,1,"",1,"lysosomal protein catabolic process"
